,ROUTE_ID,ROUTE_NM,ROUTE_ABRV,DSTNC,ROUTE_TY,SSTTN_NM,ESTTN_NM,CARALC,FIRCAR_TM,LSTCAR_TM,GROUP_NM
228,100100085,600,600,38.0,3,온수동,광화문,8,0.04,0.233, 서울교통네트웍
238,100100086,601,601,51.7,3,개화동,혜화역,12,0.04,0.225, 다모아자동차
249,100100087,602,602,37.47,3,양천공영차고지,시청앞,10,0.041,0.223, 양천운수
251,100100088,603,603,35.9,3,신월동,시청,10,0.042,0.23, 중부운수
252,100100089,604,604,42.3,3,신월동기점,중구청앞,13,0.04,0.225, 신길교통
253,100100090,605,605,57.3,3,강서공영차고지.개화역,서울역.후암동,11,0.04,0.222, 공항버스
254,100100091,606,606,62.9,3,부천상동,조계사,15,0.04,0.223, 신길교통
261,100100289,6211,6211,50.2,4,신월동,상왕십리,11,0.042,0.223, 중부운수
263,100100093,640,640,38.3,3,신월동기점,강남역,10,0.042,0.225, 중부운수
264,100100094,641,641,41.3,3,문래동,양재동,6,0.041,0.224, 중부운수
265,100100290,6411,6411,54.8,4,신정동,선릉역,12,0.0345,0.2215, 한남여객
266,100100096,643,643,45.0,3,양천차고지,강남역,10,0.043,0.224, 관악교통
267,100100097,650,650,42.48,3,외발산동,낙성대입구,9,0.04,0.224, 영인운수
268,100100098,651,651,51.5,3,방화동,관악구청,11,0.04,0.224, 김포교통
269,100100291,6511,6511,37.5,4,구로동,서울대,20,0.04,0.23, 한남여객
270,100100292,6512,6512,37.36,4,구로동,서울대,10,0.035,0.223, 보성운수
271,100100294,6514,6514,50.9,4,양천공영차고지,서울대학교,13,0.04,0.22, 도원교통
272,100100521,6515,6515,54.0,4,양천공영차고지,경인교육대학교,10,0.041,0.221, 관악교통
273,100100576,6516,6516,50.0,4,양천공영차고지,박미삼거리,17,0.04,0.214, 양천운수
274,100100099,652,652,47.9,3,신월동기점,금천우체국,9,0.04,0.224, 신길교통
275,100100497,653,653,27.92,3,외발산동기점,가산디지털단지역,16,0.043,0.232," 신길교통, 영인운수"
276,115000007,654,654,44.5,3,방화동,노들역,12,0.04,0.223, 김포교통
277,116000004,660,660,45.86,3,온수동,가양역,15,0.04,0.223," 보성운수, 서울교통네트웍"
279,100100102,661,661,53.2,3,부천상동,영등포신세계백화점,20,0.04,0.224, 신길교통
280,100100453,6613,6613,31.0,4,양천공영차고지,대림역,17,0.043,0.225, 세풍운수
281,100100297,6614,6614,35.5,4,양천공영차고지,부천옥길지구,15,0.043,0.224, 세풍운수
282,116000002,6615,6615,19.1,4,양천공영차고지,천왕역,18,0.043,0.23, 세풍운수
283,100100298,6616,6616,27.19,4,철산동,온수동,14,0.043,0.231, 세풍운수
284,100100299,6617,6617,19.0,4,양천공영차고지,목동우성아파트,12,0.05,0.233, 도원교통
285,100100550,662,662,36.99,3,외발산동기점,여의나루역,15,0.04,0.231, 영인운수
286,100100300,6620,6620,25.12,4,양천공영차고지,당산역,15,0.05,0.233, 도원교통
287,100100301,6623,6623,31.9,4,양천공영차고지,여의도,14,0.041,0.225, 양천운수
288,100100302,6624,6624,24.1,4,신월동,이대목동병원,9,0.05,0.234, 중부운수
289,100100303,6625,6625,31.832,4,문래동,화곡역,14,0.043,0.23, 중부운수
290,100100304,6627,6627,28.34,4,양천공영차고지,이대목동병원,14,0.043,0.23, 양천운수
291,100100305,6628,6628,27.13,4,외발산동,여의도,11,0.041,0.232, 영인운수
292,100100306,6629,6629,43.0,4,방화동,영등포역,11,0.043,0.224, 김포교통
293,100100307,6630,6630,36.72,4,외발산동기점,영등포시장연흥극장,16,0.042,0.225, 영인운수
294,100100308,6631,6631,38.2,4,강서공영차고지.개화역,영등포시장,8,0.042,0.225, 공항버스
295,100100309,6632,6632,34.96,4,강서공영차고지.개화역,당산역,11,0.043,0.23, 공항버스
296,100100312,6637,6637,37.1,4,노온사동,목동,8,0.043,0.231, 범일운수
297,100100313,6638,6638,25.8,4,철산동,오목교,13,0.043,0.23, 세풍운수
298,100100601,6640A,6640A,20.7,4,양천공영차고지,양천공영차고지,14,0.043,0.231, 세풍운수
299,100100602,6640B,6640B,20.7,4,양천공영차고지,양천공영차고지,14,0.043,0.231, 세풍운수
300,100100316,6642,6642,30.6,4,강서공영차고지,가양9단지,12,0.044,0.223, 정평운수
301,100100318,6645,6645,27.46,4,강서공영차고지,가양9단지,14,0.044,0.223, 정평운수
302,100100320,6647,6647,23.7,4,강서공영차고지.개화역,강서면허시험장.메이필드호텔,8,0.05,0.23, 정평운수
303,115000005,6648,6648,29.0,4,방화동,양천구청,15,0.043,0.23, 김포교통
304,114000001,6649,6649,8.7,4,신도림역,오목교역,15,0.055,0.235," 공항버스, 신흥운수"
305,100100322,6654,6654,14.7,4,신풍역,여의도역,13,0.045,0.233," 공항버스, 신흥운수"
306,100100329,6657,6657,19.6,4,양천공영차고지,강서한강자이아파트,19,0.05,0.23, 도원교통
312,100100330,6712,6712,43.2,4,방화동,서강대학교,14,0.043,0.224, 김포교통
313,100100293,6713,6713,37.77,4,철산동,홍대입구역,11,0.043,0.222, 세풍운수
314,100100331,6714,6714,33.8,4,양천공영차고지,이대부고,17,0.043,0.23, 양천운수
315,100100332,6715,6715,30.5,4,신월동,상암동,9,0.043,0.232, 중부운수
316,100100451,6716,6716,48.1,4,양천공영차고지,이대입구,11,0.043,0.222, 세풍운수
317,100100495,672,672,39.0,3,방화동기점,이대후문,15,0.043,0.225, 김포교통
318,100100551,673,673,51.0,3,부천상동,이대부고,18,0.043,0.225, 신길교통
319,111000008,674,674,28.25,3,신월동기점,연세대,17,0.042,0.23," 보광교통, 신길교통"
320,100100440,700,700,61.96,3,대화동,숭례문,16,0.043,1.0, 동해운수
321,100100103,701,701,38.4,3,진관차고지,종로2가,11,0.04,0.23, 한국BRT
322,100100450,7011,7011,34.6,4,은평차고지,중구청,10,0.043,0.231, 유성운수
323,100100449,7013A,7013A,39.0,4,은평차고지,남대문시장,22,0.043,0.23, 유성운수
324,100100448,7013B,7013B,39.1,4,은평차고지,남대문시장,22,0.0445,0.231, 유성운수
325,100100447,7016,7016,45.7,4,은평차고지,상명대,9,0.043,0.223, 유성운수
326,100100337,7017,7017,36.6,4,은평차고지,롯데백화점,11,0.043,0.23, 보광교통
327,100100338,7018,7018,26.4,4,북가좌동,무교동,10,0.0415,0.23, 서부운수
328,100100339,7019,7019,39.0,4,은평차고지,서소문,10,0.043,0.2255, 현대교통
329,100100340,7021,7021,33.69,4,은평차고지,을지로입구,9,0.043,0.23, 보광교통
330,100100341,7022,7022,30.8,4,구산동,서울역,11,0.043,0.231, 선진운수
331,100100342,7024,7024,13.668,4,봉원사,서울역,16,0.053,0.231, 원버스
332,100100446,7025,7025,33.0,4,은평차고지,종로6가,19,0.041,0.232, 선진운수
333,100100104,702A서오릉,702A,30.638,3,서오릉,종로1가,7,0.04,0.23, 선진운수
334,100100105,702B용두초교,702B,31.52,3,용두초교,종로1가,14,0.0405,0.23, 선진운수
335,116000006,703,703,66.2,3,탄현역,숭례문,20,0.043,0.223, 서울매일버스
336,100100107,704,704,54.3,3,송추,서울역환승센터,15,0.04,0.223, 제일여객
337,100100587,705,705,38.0,3,진관공영차고지,롯데백화점,15,0.035,0.23, 신수교통
338,123000011,708,708,34.0,3,진관차고지,서울역,12,0.043,0.232, 한국BRT
339,100100110,710,710,48.6,3,상암차고지,수유역.강북구청,9,0.035,0.224, 다모아자동차
340,100100111,720,720,48.72,3,진관공영차고지,답십리,9,0.04,0.231, 제일여객
341,100100112,721,721,43.3,3,북가좌동,건대입구역,8,0.042,0.224, 서부운수
342,100100344,7211,7211,48.8,4,진관공영차고지,신설동,15,0.041,0.23," 신수교통, 제일여객"
343,100100499,7212,7212,59.0,4,은평차고지,극동그린아파트앞,12,0.04,0.221, 선진운수
344,100100537,740,740,48.6,3,덕은동,삼성역,12,0.04,0.224, 신촌교통
345,123000010,741,741,65.8,3,진관차고지,세곡동사거리,10,0.04,0.225, 한국BRT
346,100100116,742,742,57.9,3,구산동,교대역,11,0.04,0.221, 선진운수
347,100100114,750A,750A,46.93,3,덕은동종점,서울대학교,10,0.04,0.2135," 신촌교통, 유성운수"
348,100100565,750B,750B,44.0,3,은평차고지,서울대,6,0.04,0.231," 신촌교통, 유성운수"
349,100100117,752,752,51.2,3,구산동,노량진,11,0.04,0.222, 선진운수
350,100100118,753,753,49.2,3,구산동,상도동,12,0.041,0.222, 선진운수
351,100100511,760,760,61.3,3,대화동,영등포소방서타임스퀘어,17,0.043,0.23, 동해운수
352,111000014,761,761,39.0,3,진관공영차고지,영등포역,13,0.04,0.232, 신수교통
353,100100345,7611,7611,39.0,4,은평차고지,여의도,14,0.041,0.224, 현대교통
354,100100346,7612,7612,19.97,4,홍연2교,영등포구청역,10,0.0433,0.234, 현대교통
355,100100347,7613,7613,34.5,4,구산동,여의도,14,0.043,0.23, 선진운수
356,100100437,771,771,53.0,3,대화동종점,디지털미디어시티역,24,0.041,0.233, 동해운수
357,100100348,7711,7711,13.3,4,덕은동종점,홍대입구역,12,0.043,1.0, 신촌교통
358,100100349,7713,7713,24.2,4,홍연2교,신촌오거리,11,0.05,0.233, 현대교통
359,100100462,7715,7715,26.4,4,은평차고지,연신내역,10,0.043,0.233, 선진운수
360,124000008,7719,7719,13.3,4,북가좌동,홍제동,25,0.042,0.23, 서부운수
361,100100352,7720,7720,27.76,4,구산동,신촌,12,0.043,0.231, 선진운수
362,100100353,7722,7722,19.28,4,진관공영차고지,녹번역,15,0.043,0.235, 신수교통
363,100100354,7723,7723,16.53,4,진관공영차고지,구파발역,13,0.043,1.0, 신수교통
364,100100357,7726,7726,24.0,4,덕은동종점,모래내삼거리,21,0.05,1.0, 신촌교통
365,100100358,7727,7727,60.96,4,설문동,신촌,12,0.043,0.225, 신촌교통
366,100100359,7728,7728,58.3,4,대화동,신촌,15,0.04,0.221, 동해운수
367,111000011,773,773,84.0,3,교하운정,불광역,17,0.043,1.003, 제일여객
368,100100360,7730,7730,30.6,4,은평차고지,이북오도청,10,0.043,0.23, 보광교통
369,111000010,7734,7734,32.5,4,진관공영차고지,홍대입구역,10,0.04,0.23, 신수교통
370,100100363,7737,7737,27.369,4,은평공영차고지,파크빌아파트,11,0.0505,0.231, 원버스
371,100100364,7738,7738,19.48,4,은평공영차고지,홍제역,8,0.05,0.232, 원버스
372,100100552,7739,7739,19.0,4,은평공영차고지,서교가든,12,0.05,0.232, 원버스
373,111000012,774,774,58.3,3,진관차고지,파주읍,25,0.035,1.0, 신수교통
374,107000003,8002,8002,7.5,4,상명대앞,경복궁역,25,0.103,0.18, 대진여객
375,107000004,8003,8003,6.7,4,평창동주민센터,평창동주민센터,40,0.06,0.23, 대진여객
376,110000005,8101,8101,30.2,4,도봉보건소,서소문,7,0.073,0.0805," 삼양교통, 선일교통, 아진교통, 진아교통, 한성여객"
377,110000004,8146,8146,57.2,3,7단지영업소,강남역,5,0.035,0.04," 한성여객, 흥안운수"
378,106000001,8221,8221,11.05,4,장안2동주민센터,답십리역,10,0.064,0.084," 북부운수, 상진운수, 태릉교통, 한성운수"
379,124000010,8331,8331,5.5,4,마천동사거리,잠실역8번,11,0.072,0.092," 신흥운수, 진화운수"
380,103000001,8441,8441,9.5,4,은곡마을.LH이편한세상,수서역5번출구,16,0.065,0.084," 진화운수, 태진운수"
381,100100383,8541,8541,28.86,4,호압사,강남역,20,0.04,0.044, 관악교통
382,108000001,8551,8551,12.3,4,봉천역,노량진역,11,0.07,0.09," 범일운수, 한남여객, 한성운수"
383,116000001,8552,8552,7.6,4,신림복지관앞,신림역,10,0.07,0.09," 보성운수, 보영운수"
384,116000005,8561,8561,11.5,4,신림동,여의도환승센터,11,0.063,0.09," 군포교통, 보영운수, 한성운수"
385,114000002,8641,8641,52.9,4,구로동,개포동,5,0.0345,0.035, 중부운수
386,111000018,8701,8701,,4,은평뉴타운,서소문,10,0.072,0.173, 선진운수
387,113000003,8762,8762,13.0,4,디지털미디어시티역,가양역.마포중고등학교,16,0.063,0.1954," 신촌교통, 유성운수"
388,111000009,8771,8771,7.7,4,구산중.구산교회,녹번역,11,0.07,0.09, 선진운수
389,100100525,8772,8772,12.0,4,진관공영차고지,북한산성입구,12,0.08,0.18, 제일여객
390,112000003,8773,8773,15.0,4,녹번역,홍대입구역,43,0.063,0.19," 서부운수, 현대교통"
391,100100387,8774,8774,18.7,4,구산동,서대문구청,23,0.05,0.23, 선진운수
392,112000001,8777,8777,10.5,4,난지캠핑장,월드컵경기장남측,23,0.1,0.2," 보광교통, 원버스"
393,100100389,9401,9401,71.8,6,구미동차고지,서울역,5,0.043,0.23," 남성버스, 동성교통"
394,113000004,9401-1,9401-1,56.0,6,푸른마을,서울시중부기술교육원.블루스퀘어,15,0.06,0.23," 남성버스, 동성교통"
395,100100390,9403,9403,50.0,6,구미동차고지,중곡역,18,0.05,1.0, 동성교통
396,100100391,9404,9404,56.0,6,분당구미동,신사역,9,0.04,0.233, 남성버스
397,100100392,9408,9408,84.9,6,분당구.구미동,고속터미널,15,0.04,0.224, 남성버스
398,107000005,9409,9409,61.0,6,구미동차고지,신사역,25,0.05,0.23, 동성교통
399,100100397,9701,9701,78.75,6,고양시.가좌동,롯데영프라자,15,0.05,0.235, 선진운수
400,100100400,9707,9707,66.0,6,고양.가좌동,영등포역,12,0.05,1.0, 선진운수
401,100100607,9711,9711,90.5,6,일산동부경찰서,양재역,12,0.045,0.233, 서울매일버스
402,100100406,9714,9714,74.9,6,교하.운정,서울역,40,0.05,1.01, 제일여객
403,100100593,N13,N13,75.0,3,상계주공7단지,복정역환승센터,18,-1.233,0.034," 한국BRT, 흥안운수"
404,100100610,N15,N15,76.0,3,우이동,남태령역,20,-1.234,0.033," 동아운수, 우신운수"
405,100100592,N16,N16,76.1,3,도봉차고지,온수동차고지,25,-1.235,0.0345," 서울교통네트웍, 아진교통, 양천운수"
406,100100586,N26,N26,72.9,3,강서공영차고지,중랑공영차고지,20,0.0,0.0325," 다모아자동차, 메트로버스"
407,100100591,N30,N30,47.5,3,강동공영차고지,서울역환승센터,30,-1.231,0.035, 서울승합
408,104000011,N31,N31,73.7,3,강동공영차고지,국민대,38,-1.233,0.035," 대원여객, 대진여객"
409,100100585,N37,N37,73.4,3,복정역환승센터,진관공영차고지,25,0.0,0.031," 신수교통, 제일여객, 한국BRT"
410,117000002,N51,N51,77.4,3,시흥동차고지,하계동차고지,35,-1.234,0.0335," 범일운수, 한성여객"
414,100100589,N61,N61,88.6,3,양천공영차고지,상계주공7단지,15,-1.234,0.041," 관악교통, 삼화상운, 영인운수"
415,100100588,N62,N62,72.3,3,양천공영차고지,면목동차고지,20,-1.234,0.031," 경성여객, 도원교통"
416,115000010,N64,N64,70.0,3,강서공영차고지,염곡공영차고지,28,-1.234,0.0315," 공항버스, 삼성여객"
419,111000017,N72,N72,70.0,3,은평공영차고지,중랑공영차고지,22,-1.233,0.0345," 보광교통, 북부운수, 유성운수"
420,123000013,N73,N73,76.0,3,복정역환승센터,구산동차고지,28,-1.233,0.0345," 선진운수, 한국BRT"
421,111000016,N75,N75,85.9,3,진관공영차고지,신림2동차고지,30,-1.23,0.035," 신수교통, 제일여객, 한남여객"
634,101000005,심야A21,심야A21,20.0,3,동대문역,합정역,70,-1.233,0.041, 에스유엠
698,100100132,1111,1111,26.17,4,번동,성북동,10,0.042,0.232," 도원교통, 한성운수"
699,107000007,1112,1112,22.8,4,정릉4동,성북동,7,0.04,0.23, 도원교통
731,108000002,1167,1167,18.9,4,우이동,은행사거리,11,0.0445,0.233, 영신여객
747,100100024,145,145,45.6,3,번동,강남역,8,0.04,0.224, 한성운수
750,100100027,148,148,44.6,3,번동,방배동,8,0.04,0.224, 한성운수
775,100100199,2222,2222,23.2,4,자양동,고대앞,15,0.043,0.232, 신흥운수
840,100100064,406,406,41.53,3,개포동,서울역,12,0.042,0.232, 도선여객
845,100100500,4312,4312,43.0,4,개포동,가락1동주민센터,9,0.043,0.225, 도선여객
847,100100427,4319,4319,33.3,4,전원마을,잠실역,14,0.042,0.23," 우신버스, 우신운수"
853,122000001,4435,4435,26.4,4,개포동차고지,서초역,13,0.042,0.233, 도선여객
858,100100075,472,472,39.65,3,개포동차고지,신촌로타리,8,0.041,0.232, 도선여객
864,100100079,504,504,44.04,3,광명공영주차장,남대문,7,0.0355,0.224, 한성운수
969,100100303,6625,6625,29.5,4,문래동,화곡역,14,0.043,0.23, 중부운수
976,115000012,6633,6633,52.0,4,강서공영차고지,여의도역,26,0.042,0.225, 공항버스
996,100100332,6715,6715,30.4,4,신월동,상암동,8,0.043,0.232, 중부운수
1015,100100105,702B용두초교,702B,31.52,3,용두초교,종로1가,14,0.0405,0.2305, 선진운수
1077,100100391,9404,9404,56.0,6,분당구미동,신사역,7,0.04,0.233, 남성버스
1080,100100397,9701,9701,78.75,6,고양시.가좌동,롯데영프라자,15,0.05,0.23, 선진운수
1361,106000004,01B,01B,24.0,5,예장주차장,예장주차장,17,0.063,0.23, 북부운수
1374,100100014,109,109,28.164,3,우이동,광화문,10,0.0427,0.232, 영신여객
1411,108000002,1167,1167,18.9,4,우이동,은행사거리,12,0.0445,0.233, 영신여객
1414,100100175,1213,1213,27.9,4,용마문화복지센터,국민대학교,12,0.044,0.234, 경성여객
1416,100100178,1221,1221,15.64,4,중계동,서울의료원,22,0.043,0.233, 흥안운수
1418,100100181,1224,1224,31.4,4,상계동,청량리,7,0.043,0.232," 삼화상운, 흥안운수"
1525,107000008,422,422,59.7,3,구미동차고지,중곡역,18,0.043,0.23, 동성교통
1698,111000022,707,707,78.75,3,고양시가좌동,롯데백화점,16,0.05,0.23, 선진운수
1759,100100400,9707,9707,65.8,6,고양.가좌동,영등포역,12,0.05,1.0, 선진운수
2039,106000004,01B,01B,16.0,5,예장주차장,예장주차장,15,0.063,0.23, 북부운수
2040,104000012,0411,0411,46.8,4,용산차고지,AT센터.양재꽃시장,14,0.042,0.223, 대원여객
2049,100100010,105,105,38.77,3,상계주공7단지,숭례문,12,0.04,0.224, 흥안운수
2057,107000007,1112,1112,22.8,4,정릉4동,성북동,12,0.04,0.23, 도원교통
2064,100100425,1122,1122,19.4,4,석관동(상진운수종점),원자력병원,9,0.04,0.233, 상진운수
2065,100100139,1124,1124,10.5,4,수유역,미아삼거리역,14,0.05,1.003, 한성운수
2092,100100175,1213,1213,27.9,4,용마문화복지센터,국민대학교,12,0.04,0.232, 경성여객
2114,100100032,163,163,55.6,3,우이동,대방역,7,0.04,0.223, 동아운수
2122,100100189,2014,2014,22.7,4,성수동,동대문역사문화공원,11,0.042,0.233, 태진운수
2129,100100598,2115,2115,36.7,4,중랑공영차고지,서경대입구,9,0.04,0.225," 도원교통, 상진운수"
2149,100100043,261,261,52.7,3,석관동(상진운수종점),여의도,9,0.035,0.223, 상진운수
2165,100100219,3313,3313,21.0,4,복정역환승센터,잠실새내역,8,0.0425,0.2325," 대성운수, 한서교통"
2196,100100063,402,402,56.21,3,장지공영차고지,시청,9,0.04,1.0005, 진화운수
2200,100100409,421,421,57.25,3,염곡동차고지,옥수동,10,0.04,0.221, 삼성여객
2201,100100604,4211,4211,33.0,4,염곡동차고지,한양대동문앞,13,0.0355,0.23, 대흥교통
2202,100100234,4212,4212,35.18,4,남태령역,중곡역,8,0.04,0.23, 우신운수
2213,113000002,452,452,62.74,3,복정역환승센터,중대병원,12,0.04,0.233, 남성버스
2215,100100605,463,463,49.5,3,염곡동차고지,국회의사당,10,0.04,0.2215, 대흥교통
2227,100100083,540,540,52.0,3,군포공영차고지,서울성모병원,14,0.0445,1.0005, 우신버스
2288,100100087,602,602,39.47,3,양천공영차고지,시청앞,10,0.041,0.223, 양천운수
2300,100100289,6211,6211,52.68,4,신월동,상왕십리,11,0.042,0.223, 중부운수
2335,115000012,6633,6633,52.0,4,강서공영차고지,여의도역,21,0.042,0.225, 공항버스
2359,100100450,7011,7011,35.8,4,은평차고지,중구청,10,0.043,0.231, 유성운수
2362,100100447,7016,7016,50.0,4,은평차고지,상명대,9,0.043,0.223, 유성운수
2375,111000022,707,707,78.75,3,고양시가좌동,롯데백화점,16,0.042,0.225, 선진운수
2400,100100353,7722,7722,19.28,4,진관공영차고지,녹번역,13,0.043,0.235, 신수교통
2402,100100357,7726,7726,27.5,4,덕은동종점,모래내삼거리,21,0.05,1.0, 신촌교통
2411,111000012,774,774,74.2,3,진관차고지,파주읍,25,0.035,1.0, 신수교통
2415,107000009,8111,8111,15.0,4,북악중학교,국민대앞,18,0.063,0.0905," 도원교통, 동아운수"
2416,110000006,8112,8112,11.0,4,온곡중학교,수락리버시티1단지정문,15,0.063,0.0915," 삼화상운, 흥안운수"
2420,124000040,8332,8332,15.0,4,강동리버스트상가,천일초교사거리,19,0.063,0.0915," 대원여객, 서울승합"
2427,120000003,8661,8661,11.0,4,역곡역,천왕역4번출구,18,0.063,0.0855, 관악교통
2428,114000003,8671,8671,17.5,4,문래동시점,아현초등학교,18,0.063,0.0905," 중부운수, 현대교통"
2429,111000018,8701,8701,27.0,4,은평뉴타운,서소문,10,0.072,0.173, 선진운수
2432,100100525,8772,8772,12.0,4,진관공영차고지,북한산성입구,0,0.0,0.0, 제일여객
2434,100100387,8774,8774,18.7,4,구산동,서대문구청,23,0.043,0.23, 선진운수
2436,100100389,9401,9401,72.36,6,구미동차고지,서울역,5,0.043,0.23," 남성버스, 동성교통"
2439,100100392,9408,9408,66.0,6,분당구.구미동,고속터미널,15,0.04,0.224, 남성버스
2462,111000016,N75,N75,88.2,3,진관공영차고지,신림2동차고지,30,-1.23,0.035," 신수교통, 제일여객, 한남여객"
